Dataset	MAG	Superkindom	Phylumn	Class	Order	Family	Genu	Species	Completeness	Contamination	Size (bp)	Total_cds	Category_L	Percentage
DSGC	SAMN10350717_bin.7	d__Bacteria	p__Planctomycetota	c__UBA1135	o__UBA1135	f__UBA1135	g__	s__	95.16	2.15	2586295	2253	127	0.0564
DSGC	SAMN10350717_bin.80	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__S012-40	f__S012-40	g__	s__	94.6	3.163	3427454	3247	198	0.061
DSGC	SAMN10350717_bin.81	d__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__	s__	96.58	3.899	3038406	3037	130	0.0428
DSGC	SAMN10350717_bin.82	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__	f__	g__	s__	98.47	1.304	3585578	3368	129	0.0383
DSGC	SAMN10350717_bin.83	d__Bacteria	p__KSB1	c__UBA2214	o__DRLW01	f__DRLW01	g__DRLW01	s__DRLW01	96.63	1.648	4632248	3764	148	0.0393
DSGC	SAMN10350717_bin.84	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Arenicellales	f__HyVt-429	g__	s__	94.2	2.225	2402006	2373	108	0.0455
DSGC	SAMN10350717_bin.88	d__Bacteria	p__Desulfobacterota_C	c__Deferrisomatia	o__Deferrisomatales	f__Deferrisomataceae	g__Deferrisoma	s__	98.31	2.567	4100178	3601	159	0.0442
DSGC	SAMN10350717_bin.92	d__Bacteria	p__Desulfobacterota_F	c__GWC2-55-46	o__GWC2-55-46	f__DRQE01	g__S146-62	s__S146-62	97.47	1.68	2212611	2065	103	0.0499
DSGC	SAMN10350718_bin.104	d__Bacteria	p__Planctomycetota	c__GCA-002687715	o__GCA-002687715	f__DRQF01	g__DRQF01	s__DRQF01	98.86	4.244	4556560	3832	191	0.0498
DSGC	SAMN10350718_bin.107	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__HyVt-477	s__	95.48	2.094	2901157	2816	156	0.0554
DSGC	SAMN10350718_bin.109	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__DRMV01	g__JAADEN01	s__JAADEN01	91.36	4.09	2187725	2113	116	0.0549
DSGC	SAMN10350718_bin.11	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__HyVt-613	s__	96.65	0.495	4835235	3739	178	0.0476
DSGC	SAMN10350718_bin.127	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__	s__	91.17	0.813	1743053	1931	116	0.0601
DSGC	SAMN10350718_bin.133	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__DRMK01	f__DRMK01	g__DRMK01	s__DRMK01	97.88	2.024	2551145	2393	140	0.0585
DSGC	SAMN10350718_bin.134	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__	s__	96.53	0.412	3470287	2903	114	0.0393
DSGC	SAMN10350718_bin.137	d__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__Ghiorsea	s__	92.01	2.521	1631209	1861	90	0.0484
DSGC	SAMN10350718_bin.13	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GRL18	f__GRL18	g__JANELJ01	s__	91.66	2.54	3307047	3261	133	0.0408
DSGC	SAMN10350718_bin.141	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__BMS3ABIN04	s__	98.32	1.117	3696735	3203	169	0.0528
DSGC	SAMN10350718_bin.144	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__LZORAL124-64-63	f__LZORAL124-64-63	g__	s__	94.5	1.648	2765250	2700	106	0.0393
DSGC	SAMN10350718_bin.149	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__WGBN01	s__	92.73	2.227	3000849	2701	127	0.047
DSGC	SAMN10350718_bin.150	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__S141-43	s__	93.8	1.97	2427353	2108	105	0.0498
DSGC	SAMN10350718_bin.153	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__WFVA01	s__	95.44	1.99	2670120	2753	109	0.0396
DSGC	SAMN10350718_bin.154	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__JAADDG01	g__JAADDG01	s__	100	1.057	2094688	2081	87	0.0418
DSGC	SAMN10350718_bin.155	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__Persephonella	s__	92.54	3.556	1519660	1769	112	0.0633
DSGC	SAMN10350718_bin.15	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__	s__	96.53	1.98	5026130	4187	194	0.0463
DSGC	SAMN10350718_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__	s__	98.14	0.99	3239150	2657	143	0.0538
DSGC	SAMN10350718_bin.34	d__Bacteria	p__Bacteroidota	c__Kapabacteria	o__Kapabacteriales	f__WFXC01	g__WFXC01	s__	93.44	1.434	2612864	2434	145	0.0596
DSGC	SAMN10350718_bin.38	d__Bacteria	p__Bacteroidota	c__Rhodothermia	o__Rhodothermales	f__ISCAR-4553	g__Rhodocaloribacter	s__	97.45	2.824	4540674	3898	150	0.0385
DSGC	SAMN10350718_bin.3	d__Bacteria	p__Desulfobacterota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfatatoraceae	g__	s__	96.98	1.234	2069322	2019	106	0.0525
DSGC	SAMN10350718_bin.41	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Hydrogenimonadaceae	g__Hydrogenimonas	s__	95.93	1.666	1999205	2071	89	0.043
DSGC	SAMN10350718_bin.45	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__SZUA-152	f__SZUA-152	g__SZUA-152	s__SZUA-152	94.21	0.88	3090794	2827	139	0.0492
DSGC	SAMN10350718_bin.4	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Maricaulaceae	g__Robiginitomaculum_A	s__	95.72	1.731	2585823	2512	98	0.039
DSGC	SAMN10350718_bin.58	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Thiotrichaceae	g__Cocleimonas	s__	92.97	2.308	2988211	2812	169	0.0601
DSGC	SAMN10350718_bin.63	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Nitratifractor	s__	92	3.415	1718825	1817	87	0.0479
DSGC	SAMN10350718_bin.65	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__DSM-19610	f__DSM-19610	g__Thiogranum	s__	95.81	1.756	2917939	2960	122	0.0412
DSGC	SAMN10350718_bin.73	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__	90.55	1.571	1669082	1819	86	0.0473
DSGC	SAMN10350718_bin.85	d__Bacteria	p__WOR-3	c__Hydrothermia	o__WGAB01	f__WGAB01	g__WGAB01	s__	92.3	1.465	2248642	2362	138	0.0584
DSGC	SAMN10350718_bin.90	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JAJDOJ01	f__JAJDOJ01	g__	s__	97.98	1.62	2854319	2731	126	0.0461
DSGC	SAMN10350718_bin.91	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__DRLX01	s__	94.34	2.48	2945074	2877	149	0.0518
DSGC	SAMN10350718_bin.99	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__SG8-38	g__JAHDCI01	s__	94.83	3.387	5342388	4496	271	0.0603
DSGC	SAMN10350720_bin.14	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__UBA4421	s__	92.83	2.638	4314018	4313	146	0.0339
DSGC	SAMN10350720_bin.17	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5704	f__UBA5704	g__CALZKB01	s__	94.87	1.4	4871735	4725	196	0.0415
DSGC	SAMN10350720_bin.18	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__GCA-001735895	f__GCA-001735895	g__	s__	95.71	2.005	3819466	3727	158	0.0424
DSGC	SAMN10350720_bin.29	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__HTCC2089	g__DC-out156	s__	92.77	2.527	4492554	4307	152	0.0353
DSGC	SAMN10350720_bin.31	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__JABHGC01	f__JABHGC01	g__	s__	98.5	1.896	4675751	4124	225	0.0546
DSGC	SAMN10350720_bin.32	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__	s__	93.03	1.474	2805978	2639	107	0.0405
DSGC	SAMN10350720_bin.38	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__JAJFHR01	g__JAJFHR01	s__	95.57	0.884	3456500	3602	140	0.0389
DSGC	SAMN10350720_bin.45	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__CAJXUU01	s__	96.72	1.006	9254693	7153	345	0.0482
DSGC	SAMN10350736_bin.12	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__PS1	f__Thioglobaceae	g__Thiodubiliella	s__Thiodubiliella	97.84	0	2060536	1944	122	0.0628
DSGC	SAMN10350736_bin.20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Crocinitomicaceae	g__UBA4466	s__	91.81	2.432	2750132	2714	139	0.0512
DSGC	SAMN10397929_bin.14	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__GN15	f__FEB-12	g__JAJRTA01	s__	94.5	1.098	3386437	2873	141	0.0491
DSGC	SAMN10397929_bin.22	d__Bacteria	p__Omnitrophota	c__Koll11	o__Velamenicoccales	f__Velamenicoccaceae	g__	s__	90.68	1.075	1688891	1702	75	0.0441
DSGC	SAMN10397929_bin.24	d__Bacteria	p__Omnitrophota	c__Koll11	o__B26-G9	f__B26-G9	g__	s__	91.69	1.612	2135994	2045	82	0.0401
DSGC	SAMN10397929_bin.26	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__CS2-K091	s__	97.37	2.272	4702033	3792	130	0.0343
DSGC	SAMN10397929_bin.29	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__JAJDNE01	g__JAJDNE01	s__	92.22	1.524	2085211	2131	101	0.0474
DSGC	SAMN10397929_bin.30	d__Bacteria	p__Armatimonadota	c__UBA5377	o__UBA5377	f__JAAYIR01	g__	s__	91.66	0	2636864	2454	150	0.0611
DSGC	SAMN10397929_bin.37	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__UBA10806	f__UBA10806	g__	s__	98.9	3.296	3217898	3027	143	0.0472
DSGC	SAMN10397929_bin.40	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__JdFR-86	g__	s__	95.45	2.784	3055225	3117	133	0.0427
DSGC	SAMN10397929_bin.45	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BIN-L-1	s__	97.19	4.672	1918172	2190	102	0.0466
DSGC	SAMN10397929_bin.46	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__E44-bin89	s__E44-bin89	92.73	3.96	1670109	1722	79	0.0459
DSGC	SAMN10397929_bin.56	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Rhabdochlamydiaceae	g__JAAKFS01	s__JAAKFS01	92.9	2.027	1616799	1501	77	0.0513
DSGC	SAMN10397929_bin.60	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__UBA1845	g__	s__	93.64	1.704	5817261	5486	417	0.076
DSGC	SAMN10397929_bin.6	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__VGOG01	f__VGOG01	g__VGOG01	s__	91.51	2.454	4532166	4376	265	0.0606
DSGC	SAMN10402039_bin.100	d__Bacteria	p__Myxococcota_A	c__UBA9160	o__UBA9160	f__SMWR01	g__JACZVU01	s__	94.17	0.645	4344933	3976	218	0.0548
DSGC	SAMN10402039_bin.107	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__	s__	90.92	3.273	5561026	5058	190	0.0376
DSGC	SAMN10402039_bin.109	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__Thermodesulfovibrionales	f__JdFR-88	g__	s__	97.27	4.204	3071304	3036	125	0.0412
DSGC	SAMN10402039_bin.116	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA2766	f__UBA2766	g__	s__	96.58	2.991	3162301	3258	270	0.0829
DSGC	SAMN10402039_bin.119	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Cyclobacteriaceae	g__JAAUQL01	s__	94.49	4.712	7837290	6816	328	0.0481
DSGC	SAMN10402039_bin.124	d__Bacteria	p__Actinomycetota	c__CAJVYJ01	o__CAJVYJ01	f__	g__	s__	95.27	3.083	2341326	2319	119	0.0513
DSGC	SAMN10402039_bin.125	d__Bacteria	p__Gemmatimonadota	c__Glassbacteria	o__GWA2-58-10	f__GWA2-58-10	g__JAJRTS01	s__	90.1	0	4292409	3340	113	0.0338
DSGC	SAMN10402039_bin.16	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__HyVt-337	s__	97.72	1.136	4160288	3542	165	0.0466
DSGC	SAMN10402039_bin.17	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__PFL25	s__	93.63	4.727	6037411	5874	346	0.0589
DSGC	SAMN10402039_bin.20	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__	s__	92.04	2.272	3161269	2782	110	0.0395
DSGC	SAMN10402039_bin.22	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Coxiellales	f__Coxiellaceae	g__	s__	96.51	0.62	2174069	2073	133	0.0642
DSGC	SAMN10402039_bin.29	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__KS3-K002	f__KS3-K002	g__	s__	94.44	3.396	4476734	4998	259	0.0518
DSGC	SAMN10402039_bin.30	d__Bacteria	p__Nitrospirota	c__Thermodesulfovibrionia	o__UBA6902	f__BMS3Bbin08	g__BMS3Bbin08	s__	92.72	1.818	2378624	2300	115	0.05
DSGC	SAMN10402039_bin.33	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__Anaerohalosphaeraceae	g__DRGS01	s__	92.61	1.136	3469837	2942	114	0.0387
DSGC	SAMN10402039_bin.36	d__Bacteria	p__Nitrospinota	c__UBA7883	o__JACRGQ01	f__JACRGQ01	g__	s__	95.38	1.025	2805050	2646	105	0.0397
DSGC	SAMN10402039_bin.38	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__GWC2-71-9	g__B3T1B10	s__	92.24	2.445	3955048	3827	198	0.0517
DSGC	SAMN10402039_bin.41	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__	s__	98.79	2.84	2897285	2535	125	0.0493
DSGC	SAMN10402039_bin.43	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__Solirubrobacterales	f__	g__	s__	94.84	2.586	2081895	2085	85	0.0408
DSGC	SAMN10402039_bin.49	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__JABMRB01	s__	91.88	1.828	7138205	5238	259	0.0494
DSGC	SAMN10402039_bin.51	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA2156	g__	s__	90.47	1.774	4306466	4361	170	0.039
DSGC	SAMN10402039_bin.59	d__Bacteria	p__Actinomycetota	c__Thermoleophilia	o__	f__	g__	s__	95.42	2.155	2218212	2172	104	0.0479
DSGC	SAMN10402039_bin.65	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__SLFE01	g__SLFE01	s__SLFE01	93.24	0	2231979	2005	105	0.0524
DSGC	SAMN10402039_bin.69	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA57	g__B1T1B5	s__	96.04	1.456	1804447	2244	119	0.053
DSGC	SAMN10402039_bin.6	d__Bacteria	p__Hydrogenedentota	c__	o__	f__	g__	s__	96.08	3.296	4497815	3911	174	0.0445
DSGC	SAMN10402039_bin.71	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__JABMRB01	s__	95.4	1.462	7776215	6052	294	0.0486
DSGC	SAMN10402039_bin.74	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__GCA-2748055	g__GCA-2748055	s__	96.5	4.761	7165181	5998	239	0.0398
DSGC	SAMN10402039_bin.76	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Waddliaceae	g__JAAKFP01	s__JAAKFP01	94.59	2.027	2937469	2543	161	0.0633
DSGC	SAMN10402039_bin.79	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__B39-G9	g__	s__	92	0.537	4572164	3817	187	0.049
DSGC	SAMN10402039_bin.81	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__JAAKFR01	g__JAAKFR01	s__JAAKFR01	97.63	0.225	1892200	1770	87	0.0492
DSGC	SAMN10402039_bin.82	d__Bacteria	p__Actinomycetota	c__CAJVYJ01	o__CAJVYJ01	f__	g__	s__	93.61	2.083	1795082	1826	78	0.0427
DSGC	SAMN10402039_bin.85	d__Bacteria	p__Myxococcota	c__Polyangia	o__JAAYKL01	f__JAAYKL01	g__	s__	91.39	2.007	4733656	4356	233	0.0535
DSGC	SAMN10402039_bin.87	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SM23-62	g__SM23-62	s__SM23-62	91.9	1.111	4691710	3922	162	0.0413
DSGC	SAMN10402039_bin.94	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__Anaerohalosphaeraceae	g__	s__	92.04	1.704	2041695	1711	86	0.0503
DSGC	SAMN10402039_bin.95	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__SLHB01	g__	s__	96.63	1.098	8263578	6937	304	0.0438
DSGC	SAMN10404972_bin.116	d__Bacteria	p__RBG-13-66-14	c__RBG-13-66-14	o__RBG-13-66-14	f__RBG-13-66-14	g__RBG-13-66-14	s__	97.19	2.247	2497381	2217	107	0.0483
DSGC	SAMN10404972_bin.123	d__Bacteria	p__Armatimonadota	c__CAIYQO01	o__WVXJ01	f__DTIZ01	g__	s__	92.12	0.925	3272376	3251	147	0.0452
DSGC	SAMN10404972_bin.125	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__SZUA-6	f__DRHE01	g__DRHE01	s__DRHE01	94.13	0.933	2852480	2900	136	0.0469
DSGC	SAMN10404972_bin.126	d__Bacteria	p__Fermentibacterota	c__Fermentibacteria	o__Fermentibacterales	f__Fermentibacteraceae	g__	s__	90.65	3.479	2517944	2460	101	0.0411
DSGC	SAMN10404972_bin.19	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__UBA9339	f__UBA9339	g__	s__	95.93	4.069	1899466	1864	118	0.0633
DSGC	SAMN10404972_bin.1	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__WJJR01	f__JAJRUJ01	g__JAGVQM01	s__	98.9	3.296	3643144	3093	158	0.0511
DSGC	SAMN10404972_bin.22	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__BA1	g__BIN-L-1	s__BIN-L-1	92.05	2.336	2533827	3159	208	0.0658
DSGC	SAMN10404972_bin.52	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__JAAKFR01	g__JAAKFT01	s__	91.09	0.675	1638741	1680	107	0.0637
DSGC	SAMN10404972_bin.61	d__Bacteria	p__Actinomycetota	c__JAHEXW01	o__JAHEXW01	f__JAGVPG01	g__	s__	96.36	0	1753459	1683	88	0.0523
DSGC	SAMN10404972_bin.65	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__JAJDNE01	g__JAJDNE01	s__	90.24	1.524	2192791	2275	117	0.0514
DSGC	SAMN10404972_bin.66	d__Bacteria	p__Krumholzibacteriota	c__Krumholzibacteria	o__Krumholzibacteriales	f__Krumholzibacteriaceae	g__	s__	98.9	2.197	3285512	2787	139	0.0499
DSGC	SAMN10404972_bin.75	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__SM23-39	g__JAAKFJ01	s__JAAKFJ01	91.21	2.281	1754888	1665	86	0.0517
DSGC	SAMN10404972_bin.7	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__RBG-16-48-13	f__GCA-020355125	g__	s__	91.58	1.869	1844563	1864	87	0.0467
DSGC	SAMN10404972_bin.80	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Bin61	f__SMYC01	g__	s__	90.35	4.563	6288196	6489	276	0.0425
DSGC	SAMN10404972_bin.84	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SM23-62	g__SM23-62	s__	95.79	1.349	5907460	5214	223	0.0428
DSGC	SAMN10404972_bin.87	d__Bacteria	p__BMS3Abin14	c__BMS3Abin14	o__BMS3Abin14	f__BMS3Abin14	g__JALHUC01	s__	90.75	2.521	2448368	2391	102	0.0427
DSGC	SAMN10404972_bin.91	d__Bacteria	p__WOR-3	c__E44-bin80	o__E44-bin80	f__E44-bin80	g__SOIS01	s__	91.2	0	2334332	2135	103	0.0482
DSGC	SAMN10404972_bin.97	d__Bacteria	p__RBG-13-66-14	c__B26-G2	o__WVWN01	f__WVWN01	g__WVWN01	s__	97.8	2.38	2908170	2817	115	0.0408
DSGC	SAMN10404973_bin.17	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__E44-bin46	g__	s__	91.74	2.18	1254531	1391	91	0.0654
DSGC	SAMN10404973_bin.19	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__SM23-33	f__SM23-33	g__	s__	97.62	0.227	3425283	2856	111	0.0389
DSGC	SAMN10404973_bin.23	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__	90.42	1.98	1695920	1791	126	0.0704
DSGC	SAMN10404973_bin.27	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__B25-G16	g__B33-G16	s__	91.21	2.58	3196308	3114	160	0.0514
DSGC	SAMN10404973_bin.2	d__Bacteria	p__UBA6262	c__UBA6262	o__WVXT01	f__WVXT01	g__WVXT01	s__	92.06	4.747	1480014	1438	68	0.0473
DSGC	SAMN10404973_bin.31	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Longimicrobiales	f__UBA6960	g__	s__	97.73	3.396	3884960	3623	173	0.0478
DSGC	SAMN10739805_bin.29	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__UBA5794	f__UBA4744	g__BMS3Bbin01	s__BMS3Bbin01	97.67	4.7	2543546	2536	156	0.0615
DSGC	SAMN10739805_bin.43	d__Bacteria	p__BMS3Abin14	c__BMS3Abin14	o__BMS3Abin14	f__BMS3Abin14	g__BMS3ABIN14	s__BMS3ABIN14	94.11	0.046	2259731	2205	90	0.0408
DSGC	SAMN10739805_bin.46	d__Bacteria	p__Planctomycetota	c__Brocadiia	o__SM23-32	f__SM23-32	g__JAAYEJ01	s__	91.38	2.479	2815401	2574	120	0.0466
DSGC	SAMN10739805_bin.47	d__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Chlamydiales	f__Rhabdochlamydiaceae	g__	s__	92.52	3.603	1823075	1757	171	0.0973
DSGC	SAMN10739805_bin.48	d__Bacteria	p__Hydrogenedentota	c__Hydrogenedentia	o__Hydrogenedentiales	f__SLHB01	g__JAACEL01	s__JAACEL01	98.9	1.098	5211955	4125	170	0.0412
DSGC	SAMN10739805_bin.49	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__JAACET01	f__JAACET01	g__JAACET01	s__JAACET01	96.59	0	2431357	2297	125	0.0544
DSGC	SAMN10739805_bin.59	d__Bacteria	p__Desulfobacterota	c__Desulfobulbia	o__Desulfobulbales	f__BM004	g__JAKITW01	s__	92.85	4.431	2540615	2578	145	0.0562
DSGC	SAMN10739805_bin.5	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__FEN-1346	f__JAACEH01	g__	s__	96.59	0	3426746	2827	125	0.0442
DSGC	SAMN10739805_bin.60	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella	91.75	0.844	2802356	2280	138	0.0605
DSGC	SAMN10739805_bin.67	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__JAKITT01	s__	94.79	3.22	2801928	2750	171	0.0622
DSGC	SAMN10739805_bin.74	d__Bacteria	p__Marinisomatota	c__Marinisomatia	o__Marinisomatales	f__TCS55	g__UBA2126	s__UBA2126	91.2	0	2602283	2602	128	0.0492
DSGC	SAMN10739805_bin.79	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__QNZT01	g__SZUA-1433	s__	92.62	4.58	2337852	2698	191	0.0708
DSGC	SAMN10739805_bin.81	d__Bacteria	p__BMS3Abin14	c__BMS3Abin14	o__BMS3Abin14	f__BMS3Abin14	g__SZUA-178	s__	93.48	2.521	2318301	2202	89	0.0404
DSGC	SAMN10739805_bin.86	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA11574	g__UBA11574	s__	95.38	2.096	4565846	4649	323	0.0695
DSGC	SAMN10739805_bin.92	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__J102	f__J102	g__JAADGC01	s__	93.63	2	4161996	3515	165	0.0469
DSGC	SAMN10739806_bin.13	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__DRPN01	s__	94.04	0	2878877	2579	123	0.0477
DSGC	SAMN10739806_bin.21	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__JAJSAE01	f__JAJSAE01	g__JAJSAE01	s__	92.26	4.533	1310616	1675	106	0.0633
DSGC	SAMN10739806_bin.25	d__Bacteria	p__Caldisericota	c__Caldisericia	o__Caldisericales	f__Caldisericaceae	g__CAJXKN01	s__	92.85	1.785	1326276	1415	137	0.0968
DSGC	SAMN10739806_bin.30	d__Bacteria	p__Desulfobacterota	c__Dissulfuribacteria	o__Dissulfuribacterales	f__UBA3076	g__	s__	90.75	0.595	1890922	1821	117	0.0643
