GeneCluster	RGC	REG_rate	Mem
DSM_0485463139	OM	0.00 	4
DSM_0120940657	OM	0.04 	69
Soil_0034302638	OM	0.00 	5
Soil_0110840980	OM	0.33 	3
DSM_0058699436	OM	0.00 	8
DSM_0442010191	OM	0.00 	6
DSM_0384987891	OM	0.00 	6
OM-RGC.v2.026811842	OM	0.09 	23
DSM_0486303305	OM	0.00 	6
Soil_0003973414	OM	0.00 	3
DSM_0191196759	OM	0.11 	9
DSM_0225154107	OM	0.00 	3
DSM_0277281555	OM	0.00 	7
DSM_0267451778	OM	0.00 	11
Soil_0136148228	OM	0.00 	4
DSM_0117852401	OM	0.00 	3
DSM_0344594357	OM	0.10 	10
DSM_0245923630	OM	0.33 	3
DSM_0245267868	OM	0.00 	22
DSM_0224772092	OM	0.00 	5
DSM_0005838637	OM	0.05 	41
DSM_0443810219	OM	0.14 	7
DSM_0014523738	OM	0.00 	3
Soil_0123163013	OM	0.00 	10
Soil_0153711789	OM	0.00 	9
Soil_0159146298	OM	0.25 	4
DSM_0464764748	OM	0.00 	3
Soil_0088945938	OM	0.00 	10
Soil_0037366096	OM	0.00 	10
DSM_0142524141	OM	0.07 	27
Soil_0134515471	OM	0.01 	70
DSM_0361792472	OM	0.00 	4
DSM_0345087367	OM	0.00 	8
DSM_0397902707	OM	0.00 	4
OM-RGC.v2.034286269	OM	0.00 	7
DSM_0474478680	OM	0.00 	8
DSM_0435135688	OM	0.04 	23
Soil_0061673570	OM	0.00 	24
DSM_0452097612	OM	0.00 	10
DSM_0122108617	OM	0.25 	4
DSM_0175053532	OM	0.05 	66
Soil_0014385520	OM	0.00 	6
DSM_0030858041	OM	0.11 	18
DSM_0103786905	OM	0.00 	5
DSM_0489372427	OM	0.33 	3
DSM_0170208633	OM	0.00 	3
DSM_0125247531	OM	0.00 	3
DSM_0349885481	OM	0.00 	3
Soil_0115975360	OM	0.00 	144
OM-RGC.v2.044182152	OM	0.00 	4
DSM_0040681865	OM	0.00 	11
DSM_0127829884	OM	0.00 	20
Soil_0010391958	OM	0.00 	6
DSM_0373333432	OM	0.17 	12
Soil_0135681223	OM	0.00 	6
Soil_0129144877	OM	0.00 	3
OM-RGC.v2.004436208	OM	0.00 	79
DSM_0008593465	OM	0.00 	18
DSM_0465541707	OM	0.00 	4
DSM_0272359426	OM	0.00 	3
DSM_0001430789	OM	0.00 	3
DSM_0391502996	OM	0.00 	4
DSM_0238193268	OM	0.00 	5
DSM_0139198512	OM	0.20 	5
Soil_0150214628	OM	0.00 	10
DSM_0278766029	OM	0.00 	14
Soil_0048650451	OM	0.00 	3
DSM_0119210188	OM	0.00 	3
DSM_0350211216	OM	0.04 	28
DSM_0500352509	OM	0.17 	6
DSM_0206235742	OM	0.00 	5
DSM_0211060109	OM	0.07 	14
Soil_0136950842	OM	0.33 	3
Soil_0133145629	OM	0.17 	6
DSM_0178393160	OM	0.00 	54
DSM_0454372103	OM	0.25 	8
DSM_0389839814	OM	0.00 	4
DSM_0374850775	OM	0.00 	5
DSM_0407279514	OM	0.17 	6
DSM_0105004240	OM	0.00 	17
Soil_0044993268	OM	0.00 	5
DSM_0137994312	OM	0.00 	8
Soil_0122919021	OM	0.13 	8
DSM_0391194822	OM	0.00 	3
DSM_0221794176	OM	0.00 	3
Soil_0045156707	OM	0.00 	3
DSM_0020603250	OM	0.00 	3
DSM_0115155936	OM	0.00 	4
Soil_0147068500	OM	0.06 	16
DSM_0015434181	OM	0.00 	7
DSM_0336412099	OM	0.00 	3
DSM_0322027381	OM	0.00 	12
Soil_0095937243	OM	0.00 	8
Soil_0142478650	OM	0.00 	10
DSM_0292118933	OM	0.00 	14
DSM_0045975579	OM	0.17 	6
DSM_0264070285	OM	0.00 	8
Soil_0055887887	OM	0.00 	6
Soil_0129175324	OM	0.25 	12
OM-RGC.v2.000059856	OM	0.00 	3
OM-RGC.v2.001231206	OM	0.24 	34
DSM_0470459388	OM	0.00 	12
DSM_0471020333	OM	0.00 	5
Soil_0132127771	OM	0.00 	5
DSM_0078334840	OM	0.03 	32
DSM_0423059389	OM	0.00 	5
DSM_0464762066	OM	0.00 	3
DSM_0224675071	OM	0.00 	3
DSM_0430734653	OM	0.00 	4
Soil_0020564181	OM	0.17 	6
DSM_0185086951	OM	0.75 	4
DSM_0287663761	OM	0.00 	6
DSM_0347711810	OM	0.33 	3
Soil_0128932302	OM	0.06 	16
DSM_0247400722	OM	0.00 	41
DSM_0002749103	OM	0.00 	7
OM-RGC.v2.002845147	OM	0.00 	9
DSM_0283984476	OM	0.00 	13
Soil_0064245051	OM	0.00 	6
Soil_0103031822	OM	0.05 	19
DSM_0178772096	OM	0.00 	15
OM-RGC.v2.028508251	OM	0.00 	8
DSM_0128025453	OM	0.06 	35
Soil_0153555250	OM	0.00 	9
DSM_0268285776	OM	0.00 	9
DSM_0385093220	OM	0.00 	19
DSM_0360891088	OM	0.00 	32
DSM_0103263032	OM	0.00 	9
Soil_0150815151	OM	0.00 	5
Soil_0100389340	OM	0.00 	6
DSM_0101452599	OM	0.00 	4
Soil_0033361219	OM	0.00 	3
Soil_0031194438	OM	0.00 	14
DSM_0340428181	OM	0.20 	5
DSM_0136944768	OM	0.00 	4
Soil_0131225742	OM	0.00 	9
Soil_0022449877	OM	0.00 	3
DSM_0487218094	OM	0.00 	6
DSM_0375551326	OM	0.00 	7
DSM_0412792563	OM	0.00 	4
DSM_0453645214	OM	0.20 	5
DSM_0043604499	OM	0.11 	9
Soil_0138040253	OM	0.00 	14
DSM_0245139561	OM	0.00 	5
DSM_0084175360	OM	0.00 	3
Soil_0023850555	OM	0.00 	3
DSM_0366189787	OM	0.00 	11
DSM_0099122504	OM	0.00 	44
OM-RGC.v2.008036652	OM	0.05 	84
DSM_0266501474	OM	0.00 	3
DSM_0179746394	OM	0.32 	25
DSM_0396846193	OM	0.00 	3
OM-RGC.v2.014242445	OM	0.02 	59
DSM_0036929734	OM	0.00 	4
DSM_0179050222	OM	0.00 	4
DSM_0078528601	OM	0.00 	5
DSM_0045963685	OM	0.00 	27
Soil_0105176623	OM	0.00 	12
Soil_0030854996	OM	0.00 	4
Soil_0019395481	OM	0.00 	3
DSM_0002899514	OM	0.00 	17
DSM_0176803922	OM	0.00 	4
DSM_0029564678	OM	0.00 	5
DSM_0079286450	OM	0.05 	20
DSM_0229829571	OM	0.00 	6
Soil_0075997254	OM	0.00 	12
DSM_0245148678	OM	0.00 	18
DSM_0117138380	OM	0.30 	10
DSM_0167567136	OM	0.25 	4
Soil_0131766784	OM	0.10 	10
DSM_0070457880	OM	0.17 	6
Soil_0128760648	OM	0.00 	4
Soil_0147218282	OM	0.00 	20
DSM_0171511538	OM	0.00 	3
Soil_0159726282	OM	0.00 	9
DSM_0498893588	OM	0.00 	5
Soil_0079383408	OM	0.00 	3
DSM_0212269588	OM	0.00 	12
DSM_0440962318	OM	0.00 	12
DSM_0048569590	OM	0.00 	3
Soil_0132859997	OM	0.00 	7
Soil_0155102108	OM	0.00 	12
DSM_0003049243	OM	0.00 	6
Soil_0009459639	OM	0.00 	16
Soil_0067455973	OM	0.00 	8
Soil_0012463066	OM	0.00 	7
Soil_0079684229	OM	0.00 	5
Soil_0132815798	OM	0.00 	6
DSM_0411160708	OM	0.00 	7
DSM_0303585437	OM	0.00 	4
DSM_0316604946	OM	0.00 	8
Soil_0032227910	OM	0.00 	3
DSM_0486207885	OM	0.00 	35
DSM_0019070321	OM	0.03 	69
DSM_0258836105	OM	0.00 	4
DSM_0040232788	OM	0.04 	24
OM-RGC.v2.036426418	OM	0.03 	29
DSM_0390741182	OM	0.00 	3
Soil_0148501514	OM	0.00 	3
DSM_0008599125	OM	0.00 	4
Soil_0026216047	OM	0.00 	4
DSM_0337525545	OM	0.00 	3
DSM_0473597908	OM	0.00 	4
DSM_0149885625	OM	0.00 	7
OM-RGC.v2.043103904	OM	0.08 	13
Soil_0125259103	OM	0.00 	9
DSM_0107010840	OM	0.03 	37
DSM_0162352919	OM	0.00 	5
DSM_0121645902	OM	0.00 	15
DSM_0017064695	OM	0.09 	34
Soil_0083308307	OM	0.00 	21
DSM_0324983771	OM	0.00 	11
DSM_0028596431	OM	0.00 	6
DSM_0333400247	OM	0.00 	5
Soil_0011478050	OM	0.36 	14
Soil_0133667629	OM	0.00 	6
DSM_0071215634	OM	0.06 	17
Soil_0039244748	OM	0.00 	5
DSM_0200400951	OM	0.00 	8
Soil_0032037061	OM	0.00 	7
DSM_0320552894	OM	0.00 	3
OM-RGC.v2.045969614	OM	0.13 	8
Soil_0035972764	OM	0.07 	14
OM-RGC.v2.015796019	OM	0.00 	3
DSM_0487702890	OM	0.00 	13
DSM_0385525643	OM	0.17 	6
DSM_0089388879	OM	0.00 	3
Soil_0080209074	OM	0.00 	42
DSM_0448361937	OM	0.20 	10
DSM_0292324930	OM	0.00 	7
DSM_0354834281	OM	0.00 	9
DSM_0179726279	OM	0.00 	3
Soil_0038322730	OM	0.00 	3
DSM_0271503682	OM	0.00 	26
Soil_0048493665	OM	0.00 	3
DSM_0316116741	OM	0.00 	3
DSM_0012380892	OM	0.00 	34
Soil_0019094122	OM	0.00 	3
DSM_0417314879	OM	0.06 	16
DSM_0343594055	OM	0.00 	5
Soil_0108347960	OM	0.04 	27
DSM_0180330536	OM	0.13 	8
DSM_0071553894	OM	0.00 	3
DSM_0306086379	OM	0.17 	6
DSM_0090480531	OM	0.07 	14
DSM_0252540761	OM	0.13 	8
DSM_0320734000	OM	0.00 	4
DSM_0222772155	OM	0.00 	9
Soil_0090011510	OM	0.25 	4
Soil_0013560851	OM	0.00 	3
DSM_0133989270	OM	0.05 	19
DSM_0326031825	OM	0.00 	192
DSM_0059735839	OM	0.00 	5
DSM_0426183255	OM	0.00 	15
DSM_0205137354	OM	0.00 	19
Soil_0141489927	OM	0.00 	7
Soil_0145942340	OM	0.00 	3
DSM_0012393113	OM	0.07 	14
DSM_0049976710	OM	0.17 	6
Soil_0076093833	OM	0.00 	7
DSM_0273592393	OM	0.00 	6
DSM_0055612518	OM	0.00 	5
Soil_0008788791	OM	0.00 	9
DSM_0178065334	OM	0.00 	27
DSM_0099360358	OM	0.00 	5
DSM_0081446125	OM	0.00 	8
DSM_0137462587	OM	0.00 	4
DSM_0056473848	OM	0.06 	16
OM-RGC.v2.030099260	OM	0.00 	4
OM-RGC.v2.030594025	OM	0.00 	35
DSM_0189800152	OM	0.00 	3
DSM_0376533576	OM	0.00 	3
DSM_0311886039	OM	0.00 	10
Soil_0143961020	OM	0.11 	9
Soil_0063518585	OM	0.00 	3
Soil_0141828159	OM	0.00 	3
Soil_0067583377	OM	0.00 	3
Soil_0000817605	OM	0.00 	4
DSM_0221149448	OM	0.00 	5
DSM_0099354548	OM	0.13 	16
DSM_0048961842	OM	0.00 	9
Soil_0122019661	OM	0.00 	3
Soil_0024461096	OM	0.00 	3
Soil_0143033874	OM	0.00 	4
DSM_0295741229	OM	0.00 	5
Soil_0006741355	OM	0.00 	3
Soil_0003473940	OM	0.00 	19
DSM_0001757533	OM	0.08 	12
Soil_0087186107	OM	0.00 	3
Soil_0154154057	OM	0.00 	13
Soil_0120686521	OM	0.00 	8
OM-RGC.v2.043208362	OM	0.00 	26
DSM_0303810080	OM	0.07 	29
DSM_0326736050	OM	0.17 	6
DSM_0291740279	OM	0.06 	35
DSM_0063448381	OM	0.00 	4
DSM_0428866074	OM	0.05 	19
DSM_0084262110	OM	0.00 	42
DSM_0307473362	OM	0.00 	5
Soil_0075128210	OM	0.00 	3
DSM_0438353137	OM	0.00 	3
Soil_0095435297	OM	0.33 	3
Soil_0003353860	OM	0.00 	17
DSM_0294396412	OM	0.00 	9
DSM_0396737893	OM	0.00 	10
DSM_0114523404	OM	0.07 	29
DSM_0040306067	OM	0.00 	12
DSM_0097406362	OM	0.00 	31
Soil_0141245175	OM	0.04 	25
DSM_0053158412	OM	0.12 	26
DSM_0190336157	OM	0.00 	3
DSM_0215196611	OM	0.00 	9
DSM_0304629286	OM	0.00 	5
Soil_0033615387	OM	0.00 	6
Soil_0086043682	OM	0.20 	5
DSM_0142901790	OM	0.00 	5
DSM_0372302947	OM	0.00 	12
DSM_0313957171	OM	0.18 	11
Soil_0081695006	OM	0.00 	3
DSM_0377032270	OM	0.00 	4
Soil_0029741134	OM	0.33 	3
DSM_0458846871	OM	0.06 	17
DSM_0415939945	OM	0.00 	4
Soil_0044359895	OM	0.00 	5
DSM_0028352372	OM	0.00 	5
DSM_0235664779	OM	0.25 	4
DSM_0045140825	OM	0.00 	97
DSM_0064777171	OM	0.00 	5
Soil_0107160604	OM	0.07 	28
DSM_0351732643	OM	0.00 	8
OM-RGC.v2.005923583	OM	0.00 	17
DSM_0390990870	OM	0.33 	3
OM-RGC.v2.036832813	OM	0.00 	10
Soil_0105687200	OM	0.00 	4
DSM_0371321434	OM	0.00 	14
Soil_0064179884	OM	0.00 	4
DSM_0395948926	OM	0.00 	20
DSM_0266001395	OM	0.13 	15
DSM_0212424711	OM	0.04 	94
DSM_0172837346	OM	0.00 	3
DSM_0445584491	OM	0.00 	3
DSM_0288670529	OM	0.00 	9
DSM_0180093428	OM	0.33 	3
OM-RGC.v2.000530237	OM	0.03 	39
DSM_0392681885	OM	0.00 	14
DSM_0315272588	OM	0.00 	6
DSM_0108285226	OM	0.00 	3
Soil_0033469504	OM	0.00 	4
Soil_0078224792	OM	0.00 	54
DSM_0076476630	OM	0.20 	10
Soil_0062967977	OM	0.00 	15
DSM_0446485691	OM	0.00 	3
Soil_0066313107	OM	0.08 	12
DSM_0308345707	OM	0.02 	55
DSM_0501789816	OM	0.00 	4
DSM_0174974839	OM	0.03 	34
DSM_0182954866	OM	0.08 	13
DSM_0166648241	OM	0.00 	3
Soil_0101870305	OM	0.00 	3
DSM_0117326019	OM	0.00 	8
DSM_0432262539	OM	0.00 	3
DSM_0154288532	OM	0.13 	8
DSM_0051025897	OM	0.00 	3
Soil_0123900394	OM	0.14 	14
DSM_0220447968	OM	0.00 	14
Soil_0003853140	OM	0.00 	3
DSM_0273536793	OM	0.00 	5
Soil_0097815167	OM	0.00 	7
DSM_0253252655	OM	0.27 	11
Soil_0023363703	OM	0.00 	4
DSM_0366047295	OM	0.00 	4
DSM_0454830977	OM	0.00 	4
DSM_0376943592	OM	0.00 	5
DSM_0308129929	OM	0.00 	9
DSM_0435601260	OM	0.00 	4
DSM_0360017439	OM	0.01 	81
DSM_0171273233	OM	0.00 	9
DSM_0232000856	OM	0.00 	4
DSM_0467755212	OM	0.20 	10
DSM_0145254593	OM	0.00 	3
DSM_0172819691	OM	0.00 	3
Soil_0099353590	OM	0.00 	3
DSM_0374540606	OM	0.00 	8
OM-RGC.v2.039883935	OM	0.17 	6
OM-RGC.v2.014132920	OM	0.13 	24
Soil_0024130635	OM	0.25 	4
DSM_0145340559	OM	0.00 	19
Soil_0123106063	OM	0.17 	6
DSM_0383521910	OM	0.10 	21
DSM_0286066262	OM	0.00 	4
DSM_0136172507	OM	0.22 	9
Soil_0117449662	OM	0.00 	3
Soil_0123537128	OM	0.00 	3
DSM_0338201790	OM	0.06 	53
Soil_0108424081	OM	0.00 	13
DSM_0496514906	OM	0.50 	6
Soil_0098312223	OM	0.00 	39
Soil_0147783974	OM	0.25 	4
DSM_0038838662	OM	0.00 	7
DSM_0347487720	OM	0.00 	5
DSM_0376887890	OM	0.08 	13
DSM_0451861210	OM	0.00 	6
Soil_0130584898	OM	0.08 	12
Soil_0143772921	OM	0.00 	14
DSM_0241579189	OM	0.00 	3
DSM_0336358753	OM	0.00 	6
Soil_0040242933	OM	0.00 	8
Soil_0020405746	OM	0.00 	62
OM-RGC.v2.001131006	OM	0.00 	15
DSM_0287850868	OM	0.00 	5
DSM_0072557036	OM	0.00 	3
Soil_0100868813	OM	0.00 	5
Soil_0030789103	OM	0.00 	6
DSM_0207661425	OM	0.00 	17
Soil_0051053561	OM	0.00 	3
DSM_0237046073	OM	0.00 	4
DSM_0102729383	OM	0.00 	17
Soil_0099562431	OM	0.08 	13
Soil_0141712804	OM	0.00 	5
DSM_0197978645	OM	0.00 	7
DSM_0144047278	OM	0.00 	8
DSM_0435062659	OM	0.00 	5
Soil_0059479198	OM	0.00 	6
Soil_0024903453	OM	0.00 	3
DSM_0048073996	OM	0.20 	5
DSM_0418584520	OM	0.10 	10
DSM_0053597950	OM	0.11 	9
Soil_0043266305	OM	0.00 	20
DSM_0365194509	OM	0.13 	8
OM-RGC.v2.036032013	OM	0.00 	6
Soil_0056350973	OM	0.04 	46
Soil_0031692009	OM	0.00 	3
DSM_0331112058	OM	0.00 	6
DSM_0400456103	OM	0.00 	3
DSM_0391126703	OM	0.00 	5
DSM_0014259051	OM	0.15 	13
DSM_0047105691	OM	0.00 	6
DSM_0408204606	OM	0.00 	4
Soil_0159267403	OM	0.00 	8
DSM_0032093944	OM	0.00 	7
Soil_0033940931	OM	0.00 	3
DSM_0497835796	OM	0.00 	49
DSM_0072834196	OM	0.00 	7
DSM_0358439524	OM	0.00 	3
Soil_0115333296	OM	0.15 	20
Soil_0091350640	OM	0.02 	41
Soil_0023973814	OM	0.00 	5
DSM_0417011622	OM	0.00 	7
Soil_0002488176	OM	0.20 	5
Soil_0008794707	OM	0.00 	4
DSM_0457932577	OM	0.00 	5
Soil_0077920055	OM	0.04 	26
DSM_0137079693	OM	0.00 	12
DSM_0218717546	OM	0.00 	13
DSM_0072035860	OM	0.00 	5
DSM_0018257405	OM	0.00 	12
Soil_0034786082	OM	0.03 	29
DSM_0449767020	OM	0.20 	5
DSM_0134651974	OM	0.00 	6
DSM_0200980023	OM	0.00 	3
DSM_0047533567	OM	0.07 	15
DSM_0227832495	OM	0.00 	9
DSM_0275886819	OM	0.00 	3
DSM_0282129555	OM	0.00 	15
DSM_0059179144	OM	0.00 	7
DSM_0404341664	OM	0.00 	3
DSM_0143422816	OM	0.00 	3
DSM_0334887690	OM	0.00 	10
DSM_0131284287	OM	0.00 	15
DSM_0320863694	OM	0.00 	4
DSM_0253863591	OM	0.25 	8
DSM_0170423621	OM	0.05 	21
DSM_0131001722	OM	0.00 	13
DSM_0217337825	OM	0.14 	7
Soil_0042991952	OM	0.00 	12
DSM_0272243131	OM	0.00 	7
OM-RGC.v2.000199367	OM	0.08 	38
Soil_0031016817	OM	0.00 	4
DSM_0000996546	OM	0.02 	61
DSM_0096577199	OM	0.00 	5
DSM_0382558686	OM	0.00 	14
DSM_0032173599	OM	0.00 	53
DSM_0003109221	OM	0.00 	3
DSM_0212468530	OM	0.00 	5
DSM_0332710381	OM	0.00 	3
OM-RGC.v2.044076281	OM	0.00 	3
DSM_0421412351	OM	0.00 	14
OM-RGC.v2.044812155	OM	0.00 	7
DSM_0481717689	OM	0.00 	3
DSM_0463488044	OM	0.00 	3
DSM_0016171220	OM	0.00 	5
DSM_0215691398	OM	0.00 	5
DSM_0096165976	OM	0.00 	4
Soil_0084384395	OM	0.00 	4
OM-RGC.v2.031488077	OM	0.00 	10
DSM_0168661569	OM	0.01 	71
DSM_0075032460	OM	0.00 	41
Soil_0089417131	OM	0.00 	14
Soil_0072184337	OM	0.20 	5
Soil_0027744129	OM	0.00 	41
DSM_0187027536	OM	0.00 	5
OM-RGC.v2.033994229	OM	0.00 	3
Soil_0122135530	OM	0.00 	3
DSM_0187737353	OM	0.00 	4
Soil_0076201439	OM	0.00 	12
DSM_0108948538	OM	0.00 	5
DSM_0168676710	OM	0.10 	10
DSM_0173327863	OM	0.00 	4
DSM_0257734920	OM	0.00 	8
Soil_0106519257	OM	0.00 	8
DSM_0115865369	OM	0.00 	20
DSM_0489721340	OM	0.00 	10
DSM_0338780719	OM	0.00 	15
Soil_0067213614	OM	0.00 	3
DSM_0313643681	OM	0.00 	6
DSM_0112582905	OM	0.07 	14
DSM_0233046402	OM	0.00 	4
DSM_0204622041	OM	0.00 	3
DSM_0198090925	OM	0.00 	9
DSM_0450396720	OM	0.00 	5
DSM_0241297800	OM	0.00 	3
DSM_0096181069	OM	0.00 	8
DSM_0031523564	OM	0.00 	20
DSM_0464684287	OM	0.00 	3
Soil_0112174525	OM	0.00 	4
Soil_0146615036	OM	0.33 	3
Soil_0105144425	OM	0.06 	16
DSM_0275358203	OM	0.00 	4
DSM_0394959525	OM	0.00 	3
DSM_0399797383	OM	0.00 	10
DSM_0061054060	OM	0.01 	150
Soil_0133113731	OM	0.00 	4
DSM_0394220807	OM	0.00 	4
DSM_0013655471	OM	0.00 	7
Soil_0150300014	OM	0.00 	10
DSM_0066498313	OM	0.00 	51
OM-RGC.v2.000259013	OM	0.14 	7
DSM_0403480653	OM	0.00 	16
OM-RGC.v2.018572318	OM	0.02 	43
DSM_0490324391	OM	0.00 	4
Soil_0038294592	OM	0.00 	12
DSM_0373488658	OM	0.00 	11
DSM_0170265155	OM	0.00 	4
DSM_0139621357	OM	0.17 	6
Soil_0000901338	OM	0.00 	5
Soil_0113422343	OM	0.00 	3
Soil_0022950966	OM	0.00 	4
Soil_0094527364	OM	0.00 	20
Soil_0132312877	OM	0.00 	3
Soil_0139068930	OM	0.33 	3
DSM_0236641348	OM	0.00 	5
DSM_0369985608	OM	0.00 	31
Soil_0104979214	OM	0.00 	21
OM-RGC.v2.009569917	OM	0.02 	58
DSM_0024558647	OM	0.00 	10
DSM_0347144477	OM	0.29 	7
DSM_0439781548	OM	0.00 	3
Soil_0074867312	OM	0.00 	6
OM-RGC.v2.033046442	OM	0.00 	72
DSM_0237574750	OM	0.00 	8
Soil_0058043366	OM	0.00 	4
DSM_0387003006	OM	0.00 	44
DSM_0322701916	OM	0.00 	4
DSM_0274212353	OM	0.25 	4
OM-RGC.v2.012495286	OM	0.00 	4
DSM_0051139076	OM	0.00 	8
DSM_0045592837	OM	0.00 	3
DSM_0444932666	OM	0.00 	5
DSM_0392947580	OM	0.00 	6
DSM_0200304376	OM	0.00 	6
DSM_0071785819	OM	0.02 	43
Soil_0058607077	OM	0.25 	4
DSM_0256738868	OM	0.00 	4
DSM_0128696093	OM	0.00 	7
DSM_0107066320	OM	0.00 	3
DSM_0296020359	OM	0.11 	19
DSM_0126593495	OM	0.04 	49
Soil_0079111205	OM	0.00 	9
DSM_0127529969	OM	0.11 	9
DSM_0202950821	OM	0.00 	6
DSM_0149814346	OM	0.20 	5
Soil_0040594706	OM	0.00 	3
DSM_0011066392	OM	0.04 	27
DSM_0056808222	OM	0.00 	4
DSM_0404906402	OM	0.00 	3
DSM_0100384398	OM	0.00 	6
DSM_0243137249	OM	0.00 	73
Soil_0008578421	OM	0.33 	3
DSM_0065530095	OM	0.00 	5
OM-RGC.v2.033539718	OM	0.00 	8
DSM_0106836254	OM	0.00 	5
Soil_0148202144	OM	0.00 	3
DSM_0032832257	OM	0.00 	5
Soil_0152351671	OM	0.00 	4
Soil_0038807558	OM	0.00 	4
OM-RGC.v2.038341460	OM	0.20 	10
Soil_0153838854	OM	0.00 	6
Soil_0140738201	OM	0.00 	3
DSM_0428625798	OM	0.08 	13
DSM_0142657386	OM	0.00 	3
Soil_0025335113	OM	0.20 	5
Soil_0074823091	OM	0.03 	34
Soil_0128765170	OM	0.00 	3
DSM_0338866424	OM	0.00 	5
DSM_0270822696	OM	0.00 	6
Soil_0105021650	OM	0.00 	35
DSM_0082589774	OM	0.00 	5
Soil_0054953216	OM	0.00 	6
DSM_0212394270	OM	0.09 	11
DSM_0053884665	OM	0.00 	24
DSM_0293075400	OM	0.00 	8
DSM_0362967862	OM	0.33 	3
DSM_0387470619	OM	0.00 	7
Soil_0142322779	OM	0.00 	38
DSM_0265892855	OM	0.33 	3
DSM_0428793147	OM	0.00 	5
DSM_0377279583	OM	0.33 	3
DSM_0268333891	OM	0.00 	9
DSM_0085079240	OM	0.00 	8
DSM_0223429925	OM	0.00 	17
DSM_0185713229	OM	0.00 	6
DSM_0071766678	OM	0.00 	4
DSM_0372584245	OM	0.00 	3
DSM_0248043207	OM	0.17 	12
Soil_0138304920	OM	0.00 	4
DSM_0238353762	OM	0.00 	61
Soil_0016689774	OM	0.00 	4
Soil_0112382655	OM	0.06 	17
Soil_0007482947	OM	0.00 	6
DSM_0263399524	OM	0.05 	22
DSM_0481648224	OM	0.00 	12
Soil_0023374709	OM	0.00 	3
DSM_0001331280	OM	0.00 	6
DSM_0210198764	OM	0.00 	10
DSM_0017821592	OM	0.11 	9
DSM_0026850485	OM	0.00 	7
Soil_0102181553	OM	0.00 	7
DSM_0331551259	OM	0.00 	5
OM-RGC.v2.019121498	OM	0.04 	27
DSM_0500826349	OM	0.00 	4
DSM_0116621351	OM	0.02 	119
DSM_0176929588	OM	0.09 	23
DSM_0239256677	OM	0.00 	15
DSM_0464235383	OM	0.00 	27
DSM_0270876073	OM	0.00 	3
DSM_0122166136	OM	0.00 	7
OM-RGC.v2.008153878	OM	0.04 	45
DSM_0156131643	OM	0.00 	7
OM-RGC.v2.000935608	OM	0.00 	4
Soil_0151722342	OM	0.00 	3
Soil_0098483521	OM	0.00 	13
Soil_0068047016	OM	0.00 	22
Soil_0128055469	OM	0.00 	3
DSM_0268391077	OM	0.00 	6
Soil_0107437184	OM	0.00 	18
OM-RGC.v2.010655480	OM	0.00 	24
Soil_0037552068	OM	0.00 	3
DSM_0286133234	OM	0.02 	53
DSM_0104092321	OM	0.00 	6
DSM_0098349914	OM	0.00 	3
Soil_0126366087	OM	0.31 	13
DSM_0003706033	OM	0.25 	4
Soil_0109985204	OM	0.00 	3
DSM_0024124715	OM	0.07 	15
DSM_0325163225	OM	0.00 	13
Soil_0090900341	OM	0.05 	20
DSM_0315929665	OM	0.33 	3
DSM_0491113891	OM	0.00 	3
DSM_0439887171	OM	0.00 	12
Soil_0085666909	OM	0.01 	116
Soil_0156897592	OM	0.08 	12
DSM_0109512235	OM	0.00 	5
DSM_0136524814	OM	0.67 	3
Soil_0025852922	OM	0.14 	7
DSM_0289559814	OM	0.00 	3
DSM_0215305847	OM	0.00 	3
DSM_0368149630	OM	0.00 	24
Soil_0133927748	OM	0.50 	4
DSM_0382951565	OM	0.00 	3
DSM_0010900833	OM	0.00 	12
Soil_0119300694	OM	0.11 	9
DSM_0135499067	OM	0.00 	3
DSM_0131660753	OM	0.09 	11
DSM_0194528710	OM	0.06 	16
DSM_0394339398	OM	0.00 	4
DSM_0491215160	OM	0.02 	47
DSM_0365166590	OM	0.05 	21
Soil_0063037550	OM	0.00 	19
DSM_0382814274	OM	0.00 	12
Soil_0074542790	OM	0.00 	10
Soil_0127517659	OM	0.00 	25
Soil_0007557760	OM	0.25 	4
DSM_0066529336	OM	0.00 	23
Soil_0032342274	OM	0.00 	6
DSM_0219277870	OM	0.00 	4
DSM_0100563290	OM	0.00 	6
DSM_0461997154	OM	0.00 	9
Soil_0073148519	OM	0.17 	6
DSM_0189258290	OM	0.00 	4
DSM_0005612493	OM	0.00 	4
DSM_0091887497	OM	0.00 	5
DSM_0420363125	OM	0.00 	3
DSM_0394098116	OM	0.00 	28
DSM_0070735755	OM	0.00 	4
DSM_0477635877	OM	0.00 	6
DSM_0185814044	OM	0.00 	3
DSM_0340018907	OM	0.00 	6
DSM_0095777329	OM	0.00 	5
DSM_0285589575	OM	0.00 	17
DSM_0117772122	OM	0.00 	6
DSM_0065679066	OM	0.00 	4
OM-RGC.v2.000152448	OM	0.00 	8
DSM_0432303004	OM	0.00 	5
DSM_0038651805	OM	0.08 	12
Soil_0011095702	OM	0.00 	3
DSM_0359655320	OM	0.00 	9
Soil_0104464893	OM	0.07 	14
DSM_0385880529	OM	0.00 	4
Soil_0111926372	OM	0.00 	10
DSM_0360565545	OM	0.10 	10
DSM_0145973947	OM	0.20 	5
Soil_0049247587	OM	0.20 	5
DSM_0243668348	OM	0.00 	3
DSM_0321136052	OM	0.00 	3
